target_id	length	eff_length	est_counts	tpm
YAL001C	3463	3440	59	10.4181
YAL002W	3805	3782	40	6.42439
YAL003W	601	578	1276	1340.96
YAL005C	1909	1886	13219.1	4257.49
YAL007C	628	605	52	52.2085
YAL008W	577	554	106	116.222
YAL009W	760	737	6	4.94512
YAL010C	1462	1439	21	8.86445
YAL011W	1858	1835	38	12.5788
YAL012W	1165	1142	681	362.221
YAL013W	1198	1175	92	47.5601
YAL014C	748	725	33	27.6483
YAL015C	1180	1157	13	6.82501
YAL016W	1888	1865	352	114.646
YAL017W	4051	4028	224	33.7794
YAL018C	958	935	2	1.29931
YAL019W	3376	3353	65	11.7753
YAL020C	982	959	7	4.43376
YAL021C	2494	2471	158	38.8398
YAL022C	1534	1511	39	15.6781
YAL023C	2260	2237	196	53.221
YAL024C	4288	4265	29	4.13021
YAL025C	901	878	22	15.2202
YAL026C	4048	4025	59	8.90388
YAL027W	766	743	17	13.898
YAL028W	1567	1544	14	5.50775
YAL029C	4396	4373	76	10.5567
YAL030W	334	311	65	126.954
YAL031C	2263	2240	49	13.2874
YAL032C	1120	1097	82	45.4047
YAL033W	502	479	15	19.0217
YAL034C	1222	1199	617	312.579
YAL034W-A	850	827	12	8.81392
YAL035W	2989	2966	335	68.6068
YAL036C	1090	1067	89	50.6663
YAL037C-A	73	50	1	12.1485
YAL037W	784	761	14	11.1747
YAL038W	1483	1460	9000	3744.41
YAL039C	790	767	130	102.954
YAL040C	1723	1700	95	33.9444
YAL041W	2545	2522	91	21.9174
YAL042W	1228	1205	89	44.8638
YAL043C	2338	2315	85	22.3029
YAL044C	493	470	360	465.262
YAL044W-A	313	290	30	62.8371
YAL046C	337	314	27	52.2309
YAL047C	1849	1826	27	8.98165
YAL048C	1969	1946	38	11.8613
YAL049C	721	698	177	154.032
YAL051W	3124	3101	132	25.8562
YAL053W	2332	2309	417	109.7
YAL054C	2122	2099	1375	397.909
YAL055W	523	500	25	30.3713
YAL056W	2623	2600	56	13.083
YAL058W	1489	1466	10	4.14342
YAL059W	619	596	21	21.4026
YAL060W	1129	1106	259	142.245
YAL061W	1234	1211	1597	801.04
