target_id	length	eff_length	est_counts	tpm
YAL001C	3463	3440	17	13.1587
YAL002W	3805	3782	17	11.9688
YAL003W	601	578	337	1552.47
YAL005C	1909	1886	4281.16	6044.25
YAL007C	628	605	11	48.4127
YAL008W	577	554	17	81.7074
YAL009W	760	737	1	3.61289
YAL010C	1462	1439	3	5.55115
YAL011W	1858	1835	8	11.6085
YAL012W	1165	1142	170	396.374
YAL013W	1198	1175	16	36.2581
YAL014C	748	725	11	40.3996
YAL015C	1180	1157	6	13.8083
YAL016W	1888	1865	93	132.778
YAL017W	4051	4028	49	32.3913
YAL018C	958	935	1	2.84781
YAL019W	3376	3353	29	23.0296
YAL020C	982	959	4	11.1062
YAL021C	2494	2471	46	49.5687
YAL022C	1534	1511	12	21.1465
YAL023C	2260	2237	75	89.2725
YAL024C	4288	4265	10	6.24314
YAL025C	901	878	12	36.3923
YAL026C	4048	4025	28	18.5231
YAL027W	766	743	4	14.3349
YAL028W	1567	1544	2	3.44909
YAL029C	4396	4373	11	6.69785
YAL030W	334	311	9	77.0557
YAL031C	2263	2240	22	26.1515
YAL032C	1120	1097	20	48.5451
YAL033W	502	479	5	27.7944
YAL034C	1222	1199	100	222.077
YAL034W-A	850	827	6	19.3183
YAL035W	2989	2966	72	64.6374
YAL036C	1090	1067	28	69.8741
YAL037C-A	73	50	0	0
YAL037W	784	761	0	0
YAL038W	1483	1460	2774	5059.13
YAL039C	790	767	43	149.278
YAL040C	1723	1700	24	37.5911
YAL041W	2545	2522	26	27.4505
YAL042W	1228	1205	23	50.8233
YAL043C	2338	2315	21	24.1541
YAL044C	493	470	135	764.818
YAL044W-A	313	290	9	82.6356
YAL046C	337	314	5	42.3997
YAL047C	1849	1826	7	10.2075
YAL048C	1969	1946	13	17.7878
YAL049C	721	698	41	156.405
YAL051W	3124	3101	21	18.0318
YAL053W	2332	2309	109	125.697
YAL054C	2122	2099	375	475.709
YAL055W	523	500	10	53.254
YAL056W	2623	2600	15	15.3617
YAL058W	1489	1466	3	5.44891
YAL059W	619	596	3	13.4029
YAL060W	1129	1106	40	96.3002
YAL061W	1234	1211	289	635.442
YAL062W	1354	1331	124.515	249.096
YAL063C	3949	3926	2.66139	1.80501
YAL063C-A	271	248	0	0
YAL064C-A	361	338	0	0
YAL064W	265	242	0	0
YAL064W-B	361	338	0	0
YAL065C	367	344	0.455402	3.525
YAL067C	1762	1739	4	6.12467
YAL067W-A	208	185	0	0
YAL068C	343	320	0	0
YAR002C-A	640	617	39	168.307
YAR002W	1600	1577	27	45.5884
YAR003W	1261	1238	5	10.754
YAR007C	1846	1823	51	74.4914
