target_id	length	eff_length	est_counts	tpm
YAL001C	3463	3440	29	10.0119
YAL002W	3805	3782	13	4.08224
YAL003W	601	578	1467	3014.25
YAL005C	1909	1886	3364.03	2118.33
YAL007C	628	605	61	119.743
YAL008W	577	554	26	55.7365
YAL009W	760	737	4	6.44568
YAL010C	1462	1439	10	8.25307
YAL011W	1858	1835	10	6.47203
YAL012W	1165	1142	1203	1251.05
YAL013W	1198	1175	32	32.3436
YAL014C	748	725	10	16.3809
YAL015C	1180	1157	4	4.10585
YAL016W	1888	1865	121	77.0518
YAL017W	4051	4028	48	14.1523
YAL018C	958	935	0	0
YAL019W	3376	3353	56	19.8349
YAL020C	982	959	6	7.43035
YAL021C	2494	2471	80	38.4498
YAL022C	1534	1511	21	16.5056
YAL023C	2260	2237	243	129.008
YAL024C	4288	4265	10	2.78457
YAL025C	901	878	33	44.6371
YAL026C	4048	4025	47	13.8678
YAL027W	766	743	6	9.59045
YAL028W	1567	1544	3	2.30755
YAL029C	4396	4373	31	8.41896
YAL030W	334	311	20	76.3741
YAL031C	2263	2240	16	8.48298
YAL032C	1120	1097	12	12.9913
YAL033W	502	479	15	37.1905
YAL034C	1222	1199	6	5.94304
YAL034W-A	850	827	5	7.18027
YAL035W	2989	2966	406	162.567
YAL036C	1090	1067	74	82.3652
YAL037C-A	73	50	0	0
YAL037W	784	761	0	0
YAL038W	1483	1460	13706	11149
YAL039C	790	767	19	29.4195
YAL040C	1723	1700	20	13.972
YAL041W	2545	2522	27	12.7144
YAL042W	1228	1205	95	93.6296
YAL043C	2338	2315	39	20.0074
YAL044C	493	470	252	636.765
YAL044W-A	313	290	8	32.7619
YAL046C	337	314	8	30.2578
YAL047C	1849	1826	9	5.85353
YAL048C	1969	1946	6	3.66172
YAL049C	721	698	42	71.4612
YAL051W	3124	3101	18	6.89362
YAL053W	2332	2309	63	32.4036
YAL054C	2122	2099	21	11.8818
YAL055W	523	500	6	14.2514
YAL056W	2623	2600	16	7.30841
YAL058W	1489	1466	3	2.43032
YAL059W	619	596	16	31.8823
YAL060W	1129	1106	90	96.6415
YAL061W	1234	1211	41	40.2083
YAL062W	1354	1331	10.0571	8.97368
YAL063C	3949	3926	0	0
YAL063C-A	271	248	0	0
YAL064C-A	361	338	0	0
YAL064W	265	242	0	0
YAL064W-B	361	338	0	0
YAL065C	367	344	0	0
YAL067C	1762	1739	0	0
YAL067W-A	208	185	0	0
YAL068C	343	320	0	0
YAR002C-A	640	617	100	192.483
YAR002W	1600	1577	56	42.1728
YAR003W	1261	1238	12	11.5116
YAR007C	1846	1823	91	59.2831
YAR008W	808	785	9	13.616
YAR009C	3571	3548	0	0
YAR010C	1303	1280	42.5082	39.4402
YAR014C	2110	2087	23	13.0883
YAR015W	901	878	44	59.5161
YAR018C	1288	1265	11	10.3271
YAR019C	2905	2882	6	2.47249
YAR020C	148	125	0	0
YAR023C	520	497	0	0
YAR027W	688	665	25	44.6473
YAR028W	685	662	14	25.1158
YAR029W	205	182	0	0
YAR031W	877	854	1.71989	2.39177
YAR033W	685	662	2	3.58797
YAR035C-A	61	38	0	0
YAR035W	2044	2021	39	22.9179
YAR042W	3547	3524	30	10.1102
YAR050W	4594	4571	0	0
YAR064W	280	257	0	0
YAR066W	592	569	0	0
YAR068W	466	443	2.1498	5.7633
YAR071W	1384	1361	26.2301	22.8885
YBL001C	295	272	47	205.213
YBL002W	376	353	400.122	1346.15
YBL003C	379	356	363.091	1211.27
YBL004W	7462	7439	88	14.049
YBL005W	2911	2888	9	3.70102
YBL005W-A	1303	1280	31.8044	29.509
YBL005W-B	5248	5225	0	0
YBL006C	523	500	18	42.7542
YBL007C	3715	3692	268	86.2084
YBL008W	2503	2480	14	6.70429
YBL008W-A	220	197	0	0
YBL009W	2011	1988	25	14.9348
YBL010C	823	800	5	7.42261
YBL011W	2260	2237	46	24.4213
YBL013W	1186	1163	11	11.2328
YBL014C	2665	2642	7	3.1466
YBL015W	1561	1538	79	61.0024
YBL016W	1042	1019	0	0
YBL017C	4720	4697	144.934	36.6459
YBL018C	382	359	8	26.465
YBL019W	1543	1520	7	5.46929
YBL020W	1705	1682	15	10.5911
YBL021C	415	392	7	21.2074
YBL022C	3382	3359	165	58.3378
YBL023C	2587	2564	36	16.6748
YBL024W	2035	2012	116	68.471
YBL025W	418	395	6	18.0398
YBL026W	268	245	17	82.4061
YBL027W	550	527	1194.93	2692.82
YBL028C	301	278	22	93.9841
YBL029C-A	265	242	7	34.3526
YBL029W	1111	1088	8	8.73248
YBL030C	937	914	598	777.019
YBL031W	997	974	4	4.87728
YBL032W	1126	1103	135	145.357
YBL033C	1018	995	26	31.0332
YBL034C	4522	4499	22	5.80742
YBL035C	2098	2075	21	12.0193
YBL036C	754	731	48	77.9831
YBL037W	3058	3035	24	9.39137
YBL038W	679	656	33	59.7429
YBL039C	1720	1697	178	124.57
YBL039W-B	160	137	1	8.66874
YBL040C	640	617	30	57.7448
YBL041W	706	683	118	205.181
YBL042C	1900	1877	33	20.8798
YBL043W	754	731	36	58.4873
