target_id	length	eff_length	est_counts	tpm
YAL001C	3463	3440	51	9.6272
YAL002W	3805	3782	22	3.77737
YAL003W	601	578	3017	3389.5
YAL005C	1909	1886	5141.08	1770.11
YAL007C	628	605	124	133.093
YAL008W	577	554	34	39.8527
YAL009W	760	737	6	5.28655
YAL010C	1462	1439	8	3.61009
YAL011W	1858	1835	23	8.13917
YAL012W	1165	1142	1940	1103.12
YAL013W	1198	1175	39	21.5534
YAL014C	748	725	17	15.2265
YAL015C	1180	1157	10	5.61248
YAL016W	1888	1865	298	103.759
YAL017W	4051	4028	67	10.8012
YAL018C	958	935	0	0
YAL019W	3376	3353	90	17.43
YAL020C	982	959	10	6.77126
YAL021C	2494	2471	151	39.6819
YAL022C	1534	1511	56	24.0664
YAL023C	2260	2237	485	140.788
YAL024C	4288	4265	30	4.56763
YAL025C	901	878	61	45.1153
YAL026C	4048	4025	110	17.7466
YAL027W	766	743	7	6.11783
YAL028W	1567	1544	3	1.26172
YAL029C	4396	4373	79	11.731
YAL030W	334	311	34	70.9916
YAL031C	2263	2240	22	6.37768
YAL032C	1120	1097	17	10.0631
YAL033W	502	479	18	24.402
YAL034C	1222	1199	4	2.16635
YAL034W-A	850	827	4	3.14082
YAL035W	2989	2966	833	182.374
YAL036C	1090	1067	155	94.3313
YAL037C-A	73	50	0	0
YAL037W	784	761	1	0.853304
YAL038W	1483	1460	24263	10791.5
YAL039C	790	767	43	36.405
YAL040C	1723	1700	28	10.6954
YAL041W	2545	2522	53	13.6464
YAL042W	1228	1205	178	95.9227
YAL043C	2338	2315	74	20.7572
YAL044C	493	470	421	581.665
YAL044W-A	313	290	23	51.5013
YAL046C	337	314	33	68.2453
YAL047C	1849	1826	17	6.04556
YAL048C	1969	1946	24	8.0086
YAL049C	721	698	61	56.7496
YAL051W	3124	3101	37	7.74798
YAL053W	2332	2309	80	22.4985
YAL054C	2122	2099	7	2.16558
YAL055W	523	500	6	7.79237
YAL056W	2623	2600	21	5.24487
YAL058W	1489	1466	36	15.9462
YAL059W	619	596	32	34.8652
YAL060W	1129	1106	173	101.573
YAL061W	1234	1211	20	10.7244
YAL062W	1354	1331	6	2.92726
YAL063C	3949	3926	1	0.165401
YAL063C-A	271	248	0	0
YAL064C-A	361	338	0	0
YAL064W	265	242	0	0
YAL064W-B	361	338	0	0
YAL065C	367	344	0	0
YAL067C	1762	1739	1	0.373412
YAL067W-A	208	185	0	0
YAL068C	343	320	0	0
YAR002C-A	640	617	211	222.068
YAR002W	1600	1577	73	30.0593
YAR003W	1261	1238	13	6.81885
YAR007C	1846	1823	155	55.212
YAR008W	808	785	5	4.13608
YAR009C	3571	3548	0	0
YAR010C	1303	1280	17.894	9.07789
YAR014C	2110	2087	43	13.3793
YAR015W	901	878	68	50.2924
YAR018C	1288	1265	25	12.8333
YAR019C	2905	2882	12	2.70381
YAR020C	148	125	0	0
YAR023C	520	497	0	0
YAR027W	688	665	45.6913	44.617
YAR028W	685	662	20.3087	19.921
YAR029W	205	182	0	0
YAR031W	877	854	3.21629	2.4456
YAR033W	685	662	18	17.6564
YAR035C-A	61	38	0	0
YAR035W	2044	2021	19	6.10486
YAR042W	3547	3524	64	11.7932
YAR050W	4594	4571	2	0.284124
YAR064W	280	257	0	0
YAR066W	592	569	0	0
YAR068W	466	443	0	0
YAR071W	1384	1361	24.462	11.6714
YBL001C	295	272	106	253.061
YBL002W	376	353	740.078	1361.42
YBL003C	379	356	705.428	1286.74
YBL004W	7462	7439	218	19.0296
YBL005W	2911	2888	12	2.69819
YBL005W-A	1303	1280	37.2146	18.8796
YBL005W-B	5248	5225	0	0
YBL006C	523	500	29	37.6631
YBL007C	3715	3692	435	76.5096
YBL008W	2503	2480	26	6.80785
YBL008W-A	220	197	0	0
YBL009W	2011	1988	49	16.0055
YBL010C	823	800	14	11.3639
YBL011W	2260	2237	49	14.2239
YBL013W	1186	1163	9	5.02517
YBL014C	2665	2642	13	3.19521
YBL015W	1561	1538	87	36.7326
YBL016W	1042	1019	2	1.27451
YBL017C	4720	4697	314.883	43.5329
YBL018C	382	359	19	34.3675
YBL019W	1543	1520	5	2.13607
YBL020W	1705	1682	37	14.2845
YBL021C	415	392	20	33.1308
YBL022C	3382	3359	275	53.1632
YBL023C	2587	2564	85	21.5273
YBL024W	2035	2012	260	83.9139
YBL025W	418	395	6	9.86376
YBL026W	268	245	46	121.921
YBL027W	550	527	2006.38	2472.24
YBL028C	301	278	53	123.8
YBL029C-A	265	242	11	29.5166
YBL029W	1111	1088	18	10.7432
YBL030C	937	914	1018	723.253
YBL031W	997	974	8	5.33359
YBL032W	1126	1103	228	134.229
YBL033C	1018	995	37	24.1472
YBL034C	4522	4499	35	5.05173
YBL035C	2098	2075	46	14.3955
YBL036C	754	731	80	71.0659
YBL037W	3058	3035	47	10.0561
YBL038W	679	656	40	39.5954
YBL039C	1720	1697	351	134.312
YBL039W-B	160	137	1	4.73989
YBL040C	640	617	81	85.2488
YBL041W	706	683	195	185.397
YBL042C	1900	1877	60	20.7575
YBL043W	754	731	10	8.88323
YBL044W	349	326	0	0
YBL045C	1354	1331	347	169.293
YBL046W	1306	1283	20	10.1226
YBL047C	4126	4103	508	80.399
YBL049W	397	374	0	0
YBL050W	859	836	112	86.9962
YBL051C	1987	1964	128	42.3211
YBL052C	2476	2453	11	2.91195
YBL054W	1558	1535	18	7.6147
YBL055C	1237	1214	24	12.8375
YBL056W	1387	1364	145	69.0307
YBL057C	607	584	24	26.6862
YBL058W	1252	1229	250	132.092
YBL059C-A	310	287	14	31.6763
YBL059W	562	539	5	6.02379
YBL060W	2044	2021	14	4.49832
YBL061C	2071	2048	39	12.3658
YBL063W	3316	3293	27	5.32427
YBL064C	766	743	99	86.5236
YBL066C	3427	3404	13	2.47995
YBL067C	2224	2201	44	12.9814
YBL068W	961	938	69	47.7677
YBL069W	1270	1247	57	29.6822
YBL071C-B	79	56	1	11.5958
YBL071W-A	229	206	30	94.5676
YBL072C	583	560	2721.43	3155.71
YBL074C	1048	1025	5	3.16763
YBL075C	1930	1907	7	2.38361
YBL076C	3199	3176	1327	271.318
YBL078C	334	311	15	31.3198
YBL079W	4489	4466	113	16.4304
YBL080C	1606	1583	7	2.87148
YBL081W	1087	1064	19.3972	11.8382
YBL082C	1357	1334	43	20.9315
YBL084C	2257	2234	15	4.3601
YBL085W	2923	2900	50	11.1959
YBL086C	1381	1358	25	11.9544
YBL087C	394	371	1229.09	2151.28
YBL088C	8344	8321	15	1.17059
YBL089W	1360	1337	17	8.25669
YBL090W	514	491	28	37.031
YBL091C	1246	1223	177	93.9799
YBL091C-A	508	485	8	10.7112
YBL092W	373	350	2943	5460.23
YBL093C	643	620	27	28.2788
YBL095W	793	770	13	10.9633
YBL097W	2245	2222	25	7.30608
YBL098W	1363	1340	31	15.0226
YBL099W	1618	1595	1090	443.766
YBL100W-A	1297	1274	0	0
YBL100W-B	5293	5270	0	0
YBL100W-C	100	77	0	0
YBL101C	3334	3311	50	9.80617
YBL102W	628	605	67	71.9131
YBL103C	1441	1418	22	10.0748
YBL104C	3097	3074	36	7.60479
YBL105C	3436	3413	87	16.5528
YBL106C	3013	2990	10	2.17179
YBL107C	571	548	16	18.9595
YBL108C-A	109	86	0	0
YBL111C	1984	1961	0	0
YBL112C	298	275	0	0
YBL113C	2359	2336	0	0
YBR001C	2323	2300	63	17.7869
YBR002C	841	818	22	17.4646
YBR003W	1402	1379	46	21.6612
YBR004C	1282	1259	24	12.3787
YBR005W	622	599	7	7.58856
YBR006W	1474	1451	19	8.50305
YBR007C	2191	2168	26	7.78758
YBR008C	1627	1604	0	0
YBR009C	292	269	679.446	1640.18
YBR010W	391	368	1004.69	1772.85
YBR011C	844	821	2719	2150.57
YBR012W-A	1303	1280	31.7638	16.1143
YBR012W-B	5251	5228	0	0
YBR013C	370	347	7	13.0996
YBR014C	592	569	53	60.4856
YBR015C	1774	1751	159	58.9657
YBR016W	367	344	78	147.24
YBR017C	2737	2714	205	49.0493
YBR018C	1081	1058	0	0
YBR019C	2080	2057	0	0
YBR020W	1567	1544	0	0
YBR021W	1882	1859	16	5.58893
YBR022W	514	491	17	22.4831
YBR023C	3478	3455	110	20.6744
YBR024W	886	863	17	12.7916
YBR025C	1165	1142	1116	634.58
YBR026C	1123	1100	128	75.5624
YBR028C	1558	1535	34	14.3833
YBR029C	1354	1331	152	74.1573
YBR030W	1639	1616	7	2.81284
YBR031W	1069	1046	4731.14	2937.13
YBR033W	2740	2717	3	0.717001
YBR034C	1027	1004	91	58.8567
YBR035C	667	644	143	144.191
YBR036C	1213	1190	151	82.3983
YBR037C	868	845	26	19.9804
YBR038W	2872	2849	153	34.8728
YBR039W	916	893	317	230.513
YBR040W	877	854	0	0
YBR041W	1990	1967	70	23.109
YBR042C	1174	1151	32	18.0536
YBR043C	2050	2027	4	1.28143
YBR044C	1699	1676	10	3.87449
YBR045C	1900	1877	2	0.691917
YBR046C	985	962	51	34.4258
YBR047W	508	485	2	2.67779
YBR048W	451	428	1655.12	2511.16
YBR049C	2413	2390	166	45.1023
YBR050C	997	974	3	2.0001
YBR052C	613	590	119	130.973
YBR053C	1057	1034	85	53.381
YBR054W	1015	992	198.199	129.741
YBR055C	2680	2657	29	7.08753
YBR056W	1486	1463	78	34.6209
YBR056W-A	181	158	5	20.5495
YBR057C	1081	1058	22	13.5028
YBR058C	2326	2303	96	27.0686
YBR058C-A	223	200	51	165.588
YBR059C	3307	3284	108	21.3555
YBR060C	1843	1820	27	9.63343
YBR061C	913	890	36	26.2664
YBR062C	523	500	30	38.9619
YBR063C	1195	1172	0	0
YBR065C	1075	1052	9	5.5554
YBR066C	643	620	20	20.9472
YBR067C	613	590	316	347.795
YBR068C	1810	1787	241	87.5751
YBR069C	1840	1817	184	65.7584
YBR070C	694	671	17	16.4519
YBR071W	616	593	53	58.0376
YBR072C-A	142	119	0	0
YBR072W	625	602	112	120.812
YBR073W	2857	2834	23	5.27007
YBR074W	2911	2888	90	20.2364
YBR076W	1045	1022	0	0
YBR077C	469	446	28	40.7673
