target_id	length	eff_length	est_counts	tpm
YAL001C	3463	3440	108	7.33344
YAL002W	3805	3782	58	3.58219
YAL003W	601	578	8494	3432.63
YAL005C	1909	1886	14014.6	1735.72
YAL007C	628	605	393	151.733
YAL008W	577	554	127	53.5472
YAL009W	760	737	14	4.43714
YAL010C	1462	1439	35	5.68133
YAL011W	1858	1835	42	5.34633
YAL012W	1165	1142	5517	1128.44
YAL013W	1198	1175	99	19.6807
YAL014C	748	725	49	15.787
YAL015C	1180	1157	28	5.65285
YAL016W	1888	1865	819	102.576
YAL017W	4051	4028	221	12.8158
YAL018C	958	935	1	0.249822
YAL019W	3376	3353	248	17.2767
YAL020C	982	959	24	5.84568
YAL021C	2494	2471	414	39.1354
YAL022C	1534	1511	178	27.5168
YAL023C	2260	2237	1307	136.475
YAL024C	4288	4265	67	3.66943
YAL025C	901	878	162	43.0986
YAL026C	4048	4025	288	16.7136
YAL027W	766	743	16	5.03007
YAL028W	1567	1544	8	1.21028
YAL029C	4396	4373	196	10.4693
YAL030W	334	311	88	66.0944
YAL031C	2263	2240	63	6.56954
YAL032C	1120	1097	35	7.45253
YAL033W	502	479	70	34.1354
YAL034C	1222	1199	16	3.11705
YAL034W-A	850	827	14	3.95426
YAL035W	2989	2966	2284	179.874
YAL036C	1090	1067	410	89.7557
YAL037C-A	73	50	0	0
YAL037W	784	761	1	0.306943
YAL038W	1483	1460	67683	10828.5
YAL039C	790	767	126	38.3723
YAL040C	1723	1700	88	12.0914
YAL041W	2545	2522	140	12.9666
YAL042W	1228	1205	541	104.87
YAL043C	2338	2315	199	20.0791
YAL044C	493	470	1123	558.116
YAL044W-A	313	290	66	53.1604
YAL046C	337	314	75	55.7923
YAL047C	1849	1826	42	5.37268
YAL048C	1969	1946	51	6.12167
YAL049C	721	698	212	70.9452
YAL051W	3124	3101	109	8.21045
YAL053W	2332	2309	256	25.8975
YAL054C	2122	2099	20	2.22567
YAL055W	523	500	22	10.2777
YAL056W	2623	2600	49	4.40215
YAL058W	1489	1466	61	9.71938
YAL059W	619	596	69	27.0424
YAL060W	1129	1106	521	110.034
YAL061W	1234	1211	93	17.9383
YAL062W	1354	1331	17.0684	2.99542
YAL063C	3949	3926	4.84094	0.288019
YAL063C-A	271	248	0	0
YAL064C-A	361	338	0	0
YAL064W	265	242	0	0
YAL064W-B	361	338	0.583231	0.403057
YAL065C	367	344	2.57583	1.74905
YAL067C	1762	1739	1	0.134321
YAL067W-A	208	185	0	0
YAL068C	343	320	0	0
YAR002C-A	640	617	592	224.119
YAR002W	1600	1577	261	38.6591
YAR003W	1261	1238	38	7.16977
YAR007C	1846	1823	419	53.6871
YAR008W	808	785	40	11.9024
YAR009C	3571	3548	0	0
YAR010C	1303	1280	114.267	20.8523
YAR014C	2110	2087	130	14.55
YAR015W	901	878	222	59.061
YAR018C	1288	1265	48	8.86325
YAR019C	2905	2882	40	3.24197
YAR020C	148	125	0	0
YAR023C	520	497	2	0.939975
YAR027W	688	665	112.588	39.5471
YAR028W	685	662	78.4116	27.6672
YAR029W	205	182	0	0
YAR031W	877	854	15.5438	4.25149
YAR033W	685	662	26.5833	9.37981
YAR035C-A	61	38	0	0
YAR035W	2044	2021	57	6.58796
YAR042W	3547	3524	191.501	12.6934
YAR050W	4594	4571	0	0
YAR064W	280	257	0	0
YAR066W	592	569	0	0
YAR068W	466	443	2.21053	1.16556
YAR071W	1384	1361	32.8014	5.62959
YBL001C	295	272	251	215.55
YBL002W	376	353	2048.84	1355.74
YBL003C	379	356	2134.03	1400.21
