target_id	length	eff_length	est_counts	tpm
YAL001C	3463	3440	39	10.8506
YAL002W	3805	3782	15	3.79591
YAL003W	601	578	1884	3119.6
YAL005C	1909	1886	4096.87	2079.01
YAL007C	628	605	84	132.883
YAL008W	577	554	37	63.9201
YAL009W	760	737	5	6.49304
YAL010C	1462	1439	7	4.65568
YAL011W	1858	1835	9	4.6941
YAL012W	1165	1142	1487	1246.21
YAL013W	1198	1175	22	17.9197
YAL014C	748	725	12	15.8412
YAL015C	1180	1157	9	7.44483
YAL016W	1888	1865	195	100.069
YAL017W	4051	4028	54	12.8307
YAL018C	958	935	0	0
YAL019W	3376	3353	59	16.8409
YAL020C	982	959	8	7.98394
YAL021C	2494	2471	128	49.5773
YAL022C	1534	1511	31	19.6355
YAL023C	2260	2237	305	130.491
YAL024C	4288	4265	18	4.03924
YAL025C	901	878	37	40.3323
YAL026C	4048	4025	59	14.0292
YAL027W	766	743	7	9.01685
YAL028W	1567	1544	2	1.23973
YAL029C	4396	4373	58	12.6939
YAL030W	334	311	18	55.3934
YAL031C	2263	2240	13	5.55445
YAL032C	1120	1097	7	6.10713
YAL033W	502	479	18	35.9652
YAL034C	1222	1199	16	12.7716
YAL034W-A	850	827	4	4.62914
YAL035W	2989	2966	484	156.178
YAL036C	1090	1067	102	91.4916
YAL037C-A	73	50	0	0
YAL037W	784	761	0	0
YAL038W	1483	1460	17062	11184.7
YAL039C	790	767	32	39.9301
YAL040C	1723	1700	26	14.6376
YAL041W	2545	2522	38	14.4206
YAL042W	1228	1205	114	90.5448
YAL043C	2338	2315	41	16.9503
YAL044C	493	470	290	590.535
YAL044W-A	313	290	13	42.9033
YAL046C	337	314	11	33.5281
YAL047C	1849	1826	9	4.71723
YAL048C	1969	1946	11	5.40998
YAL049C	721	698	42	57.589
YAL051W	3124	3101	23	7.09858
YAL053W	2332	2309	68	28.1858
YAL054C	2122	2099	17	7.75144
YAL055W	523	500	4	7.6566
YAL056W	2623	2600	19	6.994
YAL058W	1489	1466	12	7.83417
YAL059W	619	596	19	30.5108
YAL060W	1129	1106	135	116.822
YAL061W	1234	1211	29	22.9192
YAL062W	1354	1331	12	8.62877
YAL063C	3949	3926	0	0
YAL063C-A	271	248	0	0
YAL064C-A	361	338	0	0
YAL064W	265	242	0	0
YAL064W-B	361	338	0	0
YAL065C	367	344	0	0
YAL067C	1762	1739	3	1.65108
YAL067W-A	208	185	0	0
YAL068C	343	320	0	0
YAR002C-A	640	617	137	212.511
YAR002W	1600	1577	56	33.9862
YAR003W	1261	1238	11	8.50389
YAR007C	1846	1823	119	62.475
YAR008W	808	785	8	9.75362
YAR009C	3571	3548	0	0
YAR010C	1303	1280	28.7498	21.4967
YAR014C	2110	2087	34	15.592
YAR015W	901	878	54	58.8633
YAR018C	1288	1265	13	9.83555
YAR019C	2905	2882	6	1.99252
YAR020C	148	125	0	0
YAR023C	520	497	0	0
YAR027W	688	665	28	40.2979
YAR028W	685	662	11	15.903
YAR029W	205	182	0	0
YAR031W	877	854	2.33333	2.61496
YAR033W	685	662	8	11.5659
YAR035C-A	61	38	0	0
YAR035W	2044	2021	44	20.8368
YAR042W	3547	3524	43	11.6783
YAR050W	4594	4571	0	0
YAR064W	280	257	0	0
YAR066W	592	569	0	0
YAR068W	466	443	1.10343	2.3839
YAR071W	1384	1361	46.7838	32.899
YBL001C	295	272	51	179.451
YBL002W	376	353	502.955	1363.64
YBL003C	379	356	460.286	1237.44
